,Year,Host_City,Host_Country,Country,Country_Code,Gold,Silver,Bronze,M_Total,Men,Women,P_Total,Population,P_TotalPer10MPop,Continent
1235,2020,Tokyo,Japan,Bosnia and Herzegovina,BIH,0,0,1,1,14,1,15,3280815,45.72,Europe
1236,2020,Tokyo,Japan,Botswana,BOT,0,0,0,0,1,1,2,2351625,8.5,Africa
1237,2020,Tokyo,Japan,Brazil,BRA,22,20,30,72,145,96,241,212559409,11.34,South America
1238,2020,Tokyo,Japan,Bulgaria,BUL,0,2,0,2,2,2,4,6927288,5.77,Europe
1239,2020,Tokyo,Japan,Burkina Faso,BUR,0,0,0,0,1,1,2,20903278,0.96,Africa
1240,2020,Tokyo,Japan,Burundi,BDI,0,0,0,0,1,1,2,11890781,1.68,Africa
1241,2020,Tokyo,Japan,Cambodia,CAM,0,0,0,0,1,0,1,16718971,0.6,Asia
1242,2020,Tokyo,Japan,Cameroon,CMR,0,0,0,0,1,2,3,26545864,1.13,Africa
1243,2020,Tokyo,Japan,Canada,CAN,5,10,6,21,57,72,129,38005238,33.94,North America
1244,2020,Tokyo,Japan,Cape Verde,CPV,0,0,0,0,1,1,2,555988,35.97,Africa
1245,2020,Tokyo,Japan,Central African Republic,CAF,0,0,0,0,0,1,1,4829764,2.07,Africa
1246,2020,Tokyo,Japan,Chile,CHI,2,3,1,6,10,9,19,19116209,9.94,South America
1247,2020,Tokyo,Japan,Chinese Taipei,TPE,0,0,1,1,4,6,10,,,Asia
1248,2020,Tokyo,Japan,Colombia,COL,3,7,14,24,44,22,66,50882884,12.97,South America
1249,2020,Tokyo,Japan,Congo,CGO,0,0,0,0,1,1,2,5518092,3.62,Africa
1250,2020,Tokyo,Japan,Costa Rica,CRC,1,1,0,2,7,2,9,5094114,17.67,North America
1251,2020,Tokyo,Japan,Côte d'Ivoire,CIV,0,0,0,0,2,1,3,,,Africa
1252,2020,Tokyo,Japan,Croatia,CRO,0,3,4,7,16,6,22,4047200,54.36,Europe
1253,2020,Tokyo,Japan,Cuba,CUB,4,1,1,6,13,4,17,11326616,15.01,North America
1254,2020,Tokyo,Japan,Cyprus,CYP,1,0,1,2,1,2,3,1207361,24.85,Europe
1255,2020,Tokyo,Japan,Czech Republic,CZE,2,3,3,8,19,10,29,10698896,27.11,Europe
1256,2020,Tokyo,Japan,Democratic Republic of the Congo,COD,0,0,0,0,1,1,2,89561404,0.22,Africa
1257,2020,Tokyo,Japan,Denmark,DEN,3,1,1,5,16,9,25,5831404,42.87,Europe
1258,2020,Tokyo,Japan,Dominican Republic,DOM,0,0,0,0,3,2,5,10847904,4.61,North America
1259,2020,Tokyo,Japan,Ecuador,ECU,1,0,2,3,5,3,8,17643060,4.53,South America
1260,2020,Tokyo,Japan,Egypt,EGY,0,5,2,7,29,20,49,102334403,4.79,Africa
1261,2020,Tokyo,Japan,El Salvador,ESA,0,0,1,1,2,1,3,6486201,4.63,North America
1262,2020,Tokyo,Japan,Estonia,EST,0,0,0,0,4,1,5,1331057,37.56,Europe
1263,2020,Tokyo,Japan,Ethiopia,ETH,1,0,0,1,2,1,3,114963583,0.26,Africa
1264,2020,Tokyo,Japan,Faroe Islands,FRO,0,0,0,0,1,0,1,48865,204.65,Europe
1265,2020,Tokyo,Japan,Fiji,FIJ,0,0,0,0,2,0,2,896444,22.31,Oceania
1266,2020,Tokyo,Japan,Finland,FIN,1,3,1,5,11,5,16,5530719,28.93,Europe
1267,2020,Tokyo,Japan,France,FRA,11,15,28,54,108,38,146,67391582,21.66,Europe
1268,2020,Tokyo,Japan,Gabon,GAB,0,0,0,0,1,1,2,2225728,8.99,Africa
1269,2020,Tokyo,Japan,Gambia,GAM,0,0,0,0,1,1,2,2416664,8.28,Africa
1270,2020,Tokyo,Japan,Georgia,GEO,0,3,0,3,9,4,13,3714000,35,Europe
1271,2020,Tokyo,Japan,Germany,GER,13,12,18,43,79,58,137,83240525,16.46,Europe
1272,2020,Tokyo,Japan,Ghana,GHA,0,0,0,0,3,0,3,31072945,0.97,Africa
1273,2020,Tokyo,Japan,Great Britain,GBR,41,38,45,124,124,97,221,67215293,32.88,Europe
1274,2020,Tokyo,Japan,Greece,GRE,1,3,7,11,34,11,45,10715549,42,Europe
1275,2020,Tokyo,Japan,Grenada,GRN,0,0,0,0,0,2,2,112519,177.75,North America
1276,2020,Tokyo,Japan,Guatemala,GUA,0,0,0,0,1,1,2,16858333,1.19,North America
1277,2020,Tokyo,Japan,Guinea,GUI,0,0,0,0,1,1,2,13132792,1.52,Africa
1278,2020,Tokyo,Japan,Guinea-Bissau,GBS,0,0,0,0,1,0,1,1967998,5.08,Africa
1279,2020,Tokyo,Japan,Guyana,GUY,0,0,0,0,1,0,1,786559,12.71,South America
1280,2020,Tokyo,Japan,Haiti,HAI,0,0,0,0,1,0,1,11402533,0.88,North America
1281,2020,Tokyo,Japan,Honduras,HON,0,0,0,0,1,0,1,9904608,1.01,North America
1282,2020,Tokyo,Japan,"Hong Kong, China",HKG,0,2,3,5,9,14,23,7481800,30.74,Asia
1283,2020,Tokyo,Japan,Hungary,HUN,7,5,4,16,19,20,39,9749763,40,Europe
1284,2020,Tokyo,Japan,Iceland,ISL,0,0,0,0,3,3,6,366425,163.74,Europe
1285,2020,Tokyo,Japan,India,IND,5,8,6,19,40,14,54,1380004385,0.39,Asia
1286,2020,Tokyo,Japan,Indonesia,INA,2,3,4,9,14,9,23,273523621,0.84,Asia
1287,2020,Tokyo,Japan,Iraq,IRQ,0,1,2,3,14,5,19,40222503,4.72,Asia
1288,2020,Tokyo,Japan,Ireland,IRL,4,2,1,7,15,16,31,4994724,62.07,Europe
1289,2020,Tokyo,Japan,Islamic Republic of Iran,IRI,12,11,1,24,54,9,63,83992953,7.5,Asia
1290,2020,Tokyo,Japan,Israel,ISR,6,2,1,9,15,18,33,9216900,35.8,Asia
1291,2020,Tokyo,Japan,Italy,ITA,14,29,26,69,52,62,114,59554023,19.14,Europe
1292,2020,Tokyo,Japan,Jamaica,JAM,0,0,0,0,2,2,4,2961161,13.51,North America
1293,2020,Tokyo,Japan,Japan,JPN,13,15,23,51,153,109,262,125836021,20.82,Asia
1294,2020,Tokyo,Japan,Jordan,JOR,4,0,1,5,6,4,10,10203140,9.8,Asia
1295,2020,Tokyo,Japan,Kazakhstan,KAZ,1,3,1,5,16,10,26,18754440,13.86,Europe
1296,2020,Tokyo,Japan,Kenya,KEN,0,0,1,1,4,5,9,53771300,1.67,Africa
1297,2020,Tokyo,Japan,Kuwait,KUW,0,1,1,2,2,1,3,4270563,7.02,Asia
1298,2020,Tokyo,Japan,Kyrgyzstan,KGZ,0,0,0,0,1,1,2,6591600,3.03,Asia
1299,2020,Tokyo,Japan,Lao People's Democratic Republic,LAO,0,0,0,0,1,0,1,7275556,1.37,Asia
1300,2020,Tokyo,Japan,Latvia,LAT,0,3,2,5,4,3,7,1901548,36.81,Europe
1301,2020,Tokyo,Japan,Lebanon,LBN,0,0,0,0,1,0,1,6825442,1.47,Asia
1302,2020,Tokyo,Japan,Lesotho,LES,0,0,0,0,0,1,1,2142252,4.67,Africa
1303,2020,Tokyo,Japan,Liberia,LBR,0,0,0,0,1,1,2,5057677,3.95,Africa
1304,2020,Tokyo,Japan,Libya,LBA,0,0,0,0,2,0,2,6871287,2.91,Africa
1305,2020,Tokyo,Japan,Lithuania,LTU,0,0,3,3,10,1,11,2794700,39.36,Europe
1306,2020,Tokyo,Japan,Luxembourg,LUX,0,0,0,0,1,0,1,632275,15.82,Europe
1307,2020,Tokyo,Japan,Madagascar,MAD,0,0,0,0,0,1,1,27691019,0.36,Africa
1308,2020,Tokyo,Japan,Malawi,MAW,0,0,0,0,0,1,1,19129955,0.52,Africa
1309,2020,Tokyo,Japan,Malaysia,MAS,3,2,0,5,21,4,25,32365998,7.72,Asia
1310,2020,Tokyo,Japan,Maldives,MDV,0,0,0,0,1,1,2,540542,37,Asia
1311,2020,Tokyo,Japan,Mali,MLI,0,0,0,0,1,1,2,20250834,0.99,Africa
1312,2020,Tokyo,Japan,Malta,MLT,0,0,0,0,1,1,2,525285,38.07,Europe
1313,2020,Tokyo,Japan,Mauritius,MRI,0,0,0,0,1,3,4,1265740,31.6,Africa
1314,2020,Tokyo,Japan,Mexico,MEX,7,2,13,22,31,29,60,128932753,4.65,North America
1315,2020,Tokyo,Japan,Mongolia,MGL,1,0,0,1,7,4,11,3278292,33.55,Asia
1316,2020,Tokyo,Japan,Montenegro,MNE,0,0,1,1,4,1,5,621718,80.42,Europe
1317,2020,Tokyo,Japan,Morocco,MAR,4,4,3,11,23,13,36,36910558,9.75,Africa
1318,2020,Tokyo,Japan,Mozambique,MOZ,0,0,0,0,1,1,2,31255435,0.64,Africa
1319,2020,Tokyo,Japan,Namibia,NAM,0,1,1,2,2,1,3,2540916,11.81,Africa
1320,2020,Tokyo,Japan,Nepal,NEP,0,0,0,0,0,1,1,29136808,0.34,Asia
1321,2020,Tokyo,Japan,Netherlands,NED,25,17,17,59,33,41,74,17441139,42.43,Europe
1322,2020,Tokyo,Japan,New Zealand,NZL,6,3,3,12,16,16,32,5084300,62.94,Oceania
1323,2020,Tokyo,Japan,Nicaragua,NCA,0,0,0,0,1,1,2,6624554,3.02,North America
1324,2020,Tokyo,Japan,Niger,NIG,0,0,0,0,1,1,2,24206636,0.83,Africa
1325,2020,Tokyo,Japan,Nigeria,NGR,4,1,5,10,10,12,22,206139587,1.07,Africa
1326,2020,Tokyo,Japan,North Macedonia,MKD,0,0,0,0,0,1,1,2083380,4.8,Europe
1327,2020,Tokyo,Japan,Norway,NOR,2,0,2,4,5,10,15,5379475,27.88,Europe
1328,2020,Tokyo,Japan,Oman,OMA,0,0,1,1,2,1,3,5106622,5.87,Asia
1329,2020,Tokyo,Japan,Pakistan,PAK,1,0,0,1,1,1,2,220892331,0.09,Asia
1330,2020,Tokyo,Japan,Palestine,PLE,0,0,0,0,1,0,1,,,Asia
1331,2020,Tokyo,Japan,Panama,PAN,0,0,0,0,2,1,3,4314768,6.95,North America
1332,2020,Tokyo,Japan,Papua New Guinea,PNG,0,0,0,0,1,1,2,8947027,2.24,Oceania
1333,2020,Tokyo,Japan,Paraguay,PAR,0,0,0,0,1,1,2,7132530,2.8,South America
1334,2020,Tokyo,Japan,People's Republic of China,CHN,96,60,51,207,120,136,256,1402112000,1.83,Asia
1335,2020,Tokyo,Japan,Peru,PER,1,0,0,1,7,4,11,32971846,3.34,South America
1336,2020,Tokyo,Japan,Philippines,PHI,0,0,0,0,4,0,4,109581085,0.37,Asia
1337,2020,Tokyo,Japan,Poland,POL,7,6,12,25,55,36,91,37950802,23.98,Europe
1338,2020,Tokyo,Japan,Portugal,POR,0,0,2,2,24,10,34,10305564,32.99,Europe
1339,2020,Tokyo,Japan,Puerto Rico,PUR,0,0,0,0,2,1,3,3194034,9.39,North America
1340,2020,Tokyo,Japan,Qatar,QAT,0,0,1,1,1,1,2,2881060,6.94,Asia
1341,2020,Tokyo,Japan,Refugee Paralympic Team,RPT,0,0,0,0,5,1,6,,,Others
1342,2020,Tokyo,Japan,Republic of Korea,KOR,2,10,12,24,57,28,85,51780579,16.42,Asia
1343,2020,Tokyo,Japan,Republic of Moldova,MDA,0,0,0,0,4,2,6,2617820,22.92,Europe
1344,2020,Tokyo,Japan,Romania,ROU,0,1,1,2,8,1,9,19286123,4.67,Europe
1345,2020,Tokyo,Japan,RPC,RPC,36,33,49,118,134,114,248,144104080,17.21,Europe
1346,2020,Tokyo,Japan,Rwanda,RWA,0,0,0,0,1,13,14,12952209,10.81,Africa
1347,2020,Tokyo,Japan,Sao Tome and Principe,STP,0,0,0,0,1,0,1,219161,45.63,Africa
1348,2020,Tokyo,Japan,Saudi Arabia,KSA,0,0,1,1,5,2,7,34813867,2.01,Asia
1349,2020,Tokyo,Japan,Senegal,SEN,0,0,0,0,2,1,3,16743930,1.79,Africa
1350,2020,Tokyo,Japan,Serbia,SRB,2,3,1,6,13,7,20,6908224,28.95,Europe
1351,2020,Tokyo,Japan,Sierra Leone,SLE,0,0,0,0,1,1,2,7976985,2.51,Africa
1352,2020,Tokyo,Japan,Singapore,SGP,2,0,0,2,5,6,11,5685807,19.35,Asia
1353,2020,Tokyo,Japan,Slovakia,SVK,5,2,4,11,21,7,28,5458827,51.29,Europe
1354,2020,Tokyo,Japan,Slovenia,SLO,0,1,1,2,7,0,7,2100126,33.33,Europe
1355,2020,Tokyo,Japan,Somalia,SOM,0,0,0,0,1,0,1,15893219,0.63,Africa
1356,2020,Tokyo,Japan,South Africa,RSA,4,1,2,7,20,14,34,59308690,5.73,Africa
1357,2020,Tokyo,Japan,Spain,ESP,9,15,12,36,93,44,137,47351567,28.93,Europe
1358,2020,Tokyo,Japan,Sri Lanka,SRI,1,0,1,2,8,1,9,21919000,4.11,Asia
1359,2020,Tokyo,Japan,St Vincent and the Grenadines,VIN,0,0,0,0,1,0,1,110947,90.13,North America
1360,2020,Tokyo,Japan,Sweden,SWE,1,5,2,8,12,17,29,10353442,28.01,Europe
1361,2020,Tokyo,Japan,Switzerland,SUI,7,4,3,14,8,13,21,8636896,24.31,Europe
1362,2020,Tokyo,Japan,Syrian Arab Republic,SYR,0,0,0,0,1,2,3,17500657,1.71,Asia
1363,2020,Tokyo,Japan,Tajikistan,TJK,0,0,0,0,1,0,1,9537642,1.05,Asia
1364,2020,Tokyo,Japan,Thailand,THA,5,5,8,18,50,26,76,69799978,10.89,Asia
1365,2020,Tokyo,Japan,Togo,TOG,0,0,0,0,0,1,1,8278737,1.21,Africa
1366,2020,Tokyo,Japan,Tunisia,TUN,4,5,2,11,12,13,25,11818618,21.15,Africa
1367,2020,Tokyo,Japan,Turkey,TUR,2,4,9,15,43,44,87,84339067,10.32,Europe
1368,2020,Tokyo,Japan,Uganda,UGA,0,0,1,1,1,3,4,45741000,0.87,Africa
1369,2020,Tokyo,Japan,Ukraine,UKR,24,47,27,98,80,59,139,44134693,31.49,Europe
1370,2020,Tokyo,Japan,United Arab Emirates,UAE,1,1,1,3,7,5,12,9890400,12.13,Asia
1371,2020,Tokyo,Japan,United Republic of Tanzania,TAN,0,0,0,0,1,1,2,59734213,0.33,Africa
1372,2020,Tokyo,Japan,United States of America,USA,37,36,31,104,120,123,243,329484123,7.38,North America
1373,2020,Tokyo,Japan,Uruguay,URU,0,0,0,0,1,1,2,3473727,5.76,South America
1374,2020,Tokyo,Japan,Uzbekistan,UZB,8,5,6,19,25,19,44,34232050,12.85,Asia
1375,2020,Tokyo,Japan,Venezuela,VEN,3,2,2,7,13,14,27,28435943,9.5,South America
1376,2020,Tokyo,Japan,Vietnam,VIE,0,1,0,1,4,3,7,97338583,0.72,Asia
1377,2020,Tokyo,Japan,US Virgin Islands,ISV,0,0,0,0,0,1,1,106290,94.08,North America
1378,2020,Tokyo,Japan,Yemen,YEM,0,0,0,0,1,1,2,29825968,0.67,Asia
1379,2020,Tokyo,Japan,Zambia,ZAM,0,0,0,0,0,1,1,18383956,0.54,Africa
1380,2020,Tokyo,Japan,Zimbabwe,ZIM,0,0,0,0,0,2,2,14862927,1.35,Africa
